# UNHCR Refugee Data Finder, 2024 (api.unhcr.org/population/v1/population).
# origin = country of origin, asylum = country of asylum. IDPs and returns sit on the origin==asylum rows.
origin	asylum	origin_name	asylum_name	refugees	asylum_seekers	returned_refugees	idps	returned_idps	stateless	other_of_concern	host_community
EGY	ZAF	Egypt	South Africa	5	89	0	0	0	0	0	0
ERI	AGO	Eritrea	Angola	83	1791	0	0	0	0	22	0
ERI	ARG	Eritrea	Argentina	12	0	0	0	0	0	0	0
ERI	AUS	Eritrea	Australia	50	20	0	0	0	0	0	0
ERI	AUT	Eritrea	Austria	563	40	0	0	0	0	0	0
ERI	BEL	Eritrea	Belgium	7680	1767	0	0	0	0	0	0
ERI	BEN	Eritrea	Benin	5	0	0	0	0	0	0	0
ERI	BGR	Eritrea	Bulgaria	12	0	0	0	0	0	0	0
ERI	BRA	Eritrea	Brazil	8	7	0	0	0	0	0	0
ERI	CAF	Eritrea	Central African Rep.	5	0	0	0	0	0	0	0
ERI	CAN	Eritrea	Canada	687	363	0	0	0	0	0	0
ERI	CHE	Eritrea	Switzerland	38096	512	31	0	0	0	0	0
ERI	CIV	Eritrea	Cote d'Ivoire	8	0	0	0	0	0	0	0
ERI	COD	Eritrea	Dem. Rep. of the Congo	9	5	0	0	0	0	0	0
ERI	COL	Eritrea	Colombia	5	0	0	0	0	0	0	0
ERI	CRI	Eritrea	Costa Rica	5	5	0	0	0	0	0	0
ERI	CYP	Eritrea	Cyprus	55	0	0	0	0	0	0	0
ERI	CZE	Eritrea	Czechia	6	0	0	0	0	0	0	0
ERI	DEU	Eritrea	Germany	67843	3508	0	0	0	0	0	0
ERI	DJI	Eritrea	Djibouti	1129	394	0	0	0	0	0	0
ERI	DNK	Eritrea	Denmark	5233	246	0	0	0	0	0	0
ERI	ECU	Eritrea	Ecuador	0	5	0	0	0	0	0	0
ERI	EGY	Eritrea	Egypt	22353	16907	0	0	0	0	0	0
ERI	ERI	Eritrea	Eritrea	0	0	0	0	0	0	18	0
ERI	ESP	Eritrea	Spain	405	25	0	0	0	0	0	0
ERI	ETH	Eritrea	Ethiopia	171105	8012	0	0	0	0	58	0
ERI	FIN	Eritrea	Finland	876	24	0	0	0	0	0	0
ERI	FRA	Eritrea	France	14112	637	0	0	0	0	0	0
ERI	GBR	Eritrea	United Kingdom of Great Britain and Northern Ireland	24341	3930	0	0	0	0	0	0
ERI	GEO	Eritrea	Georgia	9	0	0	0	0	0	0	0
ERI	GHA	Eritrea	Ghana	157	8	0	0	0	0	0	0
ERI	GIN	Eritrea	Guinea	14	0	0	0	0	0	0	0
ERI	GRC	Eritrea	Greece	2939	388	0	0	0	0	0	0
ERI	HRV	Eritrea	Croatia	30	0	0	0	0	0	0	0
ERI	HUN	Eritrea	Hungary	47	0	0	0	0	0	0	0
ERI	IDN	Eritrea	Indonesia	126	20	0	0	0	0	0	0
ERI	IND	Eritrea	India	8	10	0	0	0	0	0	0
ERI	IRL	Eritrea	Ireland	82	33	0	0	0	0	0	0
ERI	IRQ	Eritrea	Iraq	5	20	0	0	0	0	0	0
ERI	ISR	Eritrea	Israel	250	6659	0	0	0	0	6207	0
ERI	ITA	Eritrea	Italy	2925	206	0	0	0	0	0	0
ERI	JOR	Eritrea	Jordan	38	0	0	0	0	0	0	0
ERI	JPN	Eritrea	Japan	9	0	0	0	0	0	0	0
ERI	KEN	Eritrea	Kenya	1238	2685	0	0	0	0	0	0
ERI	KOR	Eritrea	Rep. of Korea	10	0	0	0	0	0	0	0
ERI	KWT	Eritrea	Kuwait	18	16	0	0	0	0	0	0
ERI	LBN	Eritrea	Lebanon	22	6	0	0	0	0	0	0
ERI	LBY	Eritrea	Libya	226	7614	0	0	0	0	0	0
ERI	LIE	Eritrea	Liechtenstein	11	0	0	0	0	0	0	0
ERI	LSO	Eritrea	Lesotho	80	72	0	0	0	0	0	0
ERI	LUX	Eritrea	Luxembourg	2125	760	0	0	0	0	0	0
ERI	LVA	Eritrea	Latvia	32	0	0	0	0	0	0	0
ERI	MAR	Eritrea	Morocco	39	43	0	0	0	0	0	0
ERI	MEX	Eritrea	Mexico	0	46	0	0	0	0	0	0
ERI	MLI	Eritrea	Mali	5	0	0	0	0	0	0	0
ERI	MLT	Eritrea	Malta	678	15	0	0	0	0	0	0
ERI	MWI	Eritrea	Malawi	0	5	0	0	0	0	0	0
ERI	MYS	Eritrea	Malaysia	35	11	0	0	0	0	0	0
ERI	NER	Eritrea	Niger	55	38	0	0	0	0	0	0
ERI	NGA	Eritrea	Nigeria	48	11	0	0	0	0	0	0
ERI	NLD	Eritrea	Netherlands (Kingdom of the)	10823	2800	0	0	0	0	0	0
ERI	NOR	Eritrea	Norway	3641	298	0	0	0	0	0	0
ERI	NZL	Eritrea	New Zealand	13	0	0	0	0	0	0	0
ERI	PER	Eritrea	Peru	0	28	0	0	0	0	0	0
ERI	PHL	Eritrea	Philippines	21	30	0	0	0	0	0	0
ERI	POL	Eritrea	Poland	15	50	0	0	0	0	0	0
ERI	PRT	Eritrea	Portugal	198	0	0	0	0	0	0	0
ERI	QAT	Eritrea	Qatar	0	5	0	0	0	0	0	0
ERI	ROU	Eritrea	Romania	12	0	0	0	0	0	0	0
ERI	RWA	Eritrea	Rwanda	205	87	0	0	0	0	0	0
ERI	SAU	Eritrea	Saudi Arabia	53	5	0	0	0	0	0	0
ERI	SDN	Eritrea	Sudan	108349	23664	0	0	0	0	49	0
ERI	SOM	Eritrea	Somalia	56	54	0	0	0	0	0	0
ERI	SSD	Eritrea	South Sudan	3337	475	0	0	0	0	0	0
ERI	SVN	Eritrea	Slovenia	86	0	0	0	0	0	0	0
ERI	SWE	Eritrea	Sweden	14552	217	0	0	0	0	0	0
ERI	SWZ	Eritrea	Eswatini	5	176	0	0	0	0	0	0
ERI	SYR	Eritrea	Syrian Arab Rep.	18	0	0	0	0	0	0	0
ERI	TCD	Eritrea	Chad	14	13	0	0	0	0	0	0
ERI	TUN	Eritrea	Tunisia	67	192	0	0	0	0	0	0
ERI	TZA	Eritrea	United Rep. of Tanzania	0	5	0	0	0	0	0	0
ERI	UGA	Eritrea	Uganda	36759	22721	0	0	0	0	0	0
ERI	UKR	Eritrea	Ukraine	10	6	0	0	0	0	0	0
ERI	USA	Eritrea	United States of America	4956	2646	0	0	0	0	0	0
ERI	YEM	Eritrea	Yemen	467	478	0	0	0	0	0	0
ERI	ZAF	Eritrea	South Africa	1402	908	0	0	0	0	0	0
ERI	ZMB	Eritrea	Zambia	284	35	0	0	0	0	0	0
ERI	ZWE	Eritrea	Zimbabwe	6	5	0	0	0	0	0	0
ESH	AGO	Western Sahara	Angola	16	596	0	0	0	0	0	0
ESH	CHE	Western Sahara	Switzerland	5	0	0	0	0	0	0	0
ESH	CUB	Western Sahara	Cuba	59	0	0	0	0	0	0	0
ESH	DZA	Western Sahara	Algeria	173600	0	0	0	0	0	0	0
ESH	FRA	Western Sahara	France	878	214	0	0	0	0	0	0
ESH	GBR	Western Sahara	United Kingdom of Great Britain and Northern Ireland	9	8	0	0	0	0	0	0
ESH	IRL	Western Sahara	Ireland	0	5	0	0	0	0	0	0
ESH	USA	Western Sahara	United States of America	0	44	0	0	0	0	0	0
ESH	VEN	Western Sahara	Venezuela (Bolivarian Republic of)	11	0	0	0	0	0	0	0
ESP	ARG	Spain	Argentina	0	8	0	0	0	0	0	0
ESP	AUS	Spain	Australia	0	11	0	0	0	0	0	0
ESP	BRA	Spain	Brazil	0	62	0	0	0	0	0	0
ESP	CAN	Spain	Canada	109	121	0	0	0	0	0	0
ESP	CHE	Spain	Switzerland	5	0	8	0	0	0	0	0
ESP	CRI	Spain	Costa Rica	0	8	0	0	0	0	0	0
ESP	DEU	Spain	Germany	29	13	0	0	0	0	0	0
ESP	FRA	Spain	France	5	0	0	0	0	0	0	0
ESP	GBR	Spain	United Kingdom of Great Britain and Northern Ireland	0	11	0	0	0	0	0	0
ESP	ISR	Spain	Israel	0	5	0	0	0	0	0	0
ESP	MEX	Spain	Mexico	5	23	0	0	0	0	0	0
ESP	NOR	Spain	Norway	14	0	0	0	0	0	0	0
ESP	PER	Spain	Peru	0	42	0	0	0	0	0	0
ESP	URY	Spain	Uruguay	0	5	0	0	0	0	0	0
ESP	USA	Spain	United States of America	7	1670	0	0	0	0	0	0
EST	AUS	Estonia	Australia	0	8	0	0	0	0	0	0
EST	BEL	Estonia	Belgium	5	0	0	0	0	0	0	0
EST	CAN	Estonia	Canada	5	0	0	0	0	0	0	0
EST	DEU	Estonia	Germany	5	0	0	0	0	0	0	0
EST	NOR	Estonia	Norway	5	0	0	0	0	0	0	0
EST	RUS	Estonia	Russian Federation	45	5	0	0	0	0	0	0
EST	SWE	Estonia	Sweden	31	0	0	0	0	0	0	0
EST	USA	Estonia	United States of America	25	44	0	0	0	0	0	0
EST	ZAF	Estonia	South Africa	5	5	0	0	0	0	0	0
ETH	AGO	Ethiopia	Angola	0	57	0	0	0	0	5	0
ETH	ARE	Ethiopia	United Arab Emirates	0	5	0	0	0	0	0	0
ETH	ARG	Ethiopia	Argentina	5	0	0	0	0	0	0	0
ETH	AUS	Ethiopia	Australia	192	175	0	0	0	0	0	0
ETH	AUT	Ethiopia	Austria	265	71	0	0	0	0	0	0
ETH	BEL	Ethiopia	Belgium	493	453	0	0	0	0	0	0
ETH	BGR	Ethiopia	Bulgaria	7	0	0	0	0	0	0	0
ETH	BLR	Ethiopia	Belarus	5	0	0	0	0	0	0	0
ETH	BRA	Ethiopia	Brazil	18	12	0	0	0	0	0	0
ETH	CAF	Ethiopia	Central African Rep.	5	0	0	0	0	0	0	0
ETH	CAN	Ethiopia	Canada	2361	2928	0	0	0	0	0	0
ETH	CHE	Ethiopia	Switzerland	1837	381	9	0	0	0	0	0
ETH	CHN	Ethiopia	China	5	13	0	0	0	0	0	0
ETH	CIV	Ethiopia	Cote d'Ivoire	7	8	0	0	0	0	0	0
ETH	COD	Ethiopia	Dem. Rep. of the Congo	5	0	0	0	0	0	0	0
ETH	COL	Ethiopia	Colombia	7	0	0	0	0	0	0	0
ETH	CUB	Ethiopia	Cuba	5	0	0	0	0	0	0	0
ETH	CYP	Ethiopia	Cyprus	18	17	0	0	0	0	0	0
ETH	CZE	Ethiopia	Czechia	5	0	0	0	0	0	0	0
ETH	DEU	Ethiopia	Germany	7555	2458	0	0	0	0	0	0
ETH	DJI	Ethiopia	Djibouti	5695	8101	0	0	0	0	0	0
ETH	DNK	Ethiopia	Denmark	253	14	0	0	0	0	0	0
ETH	EGY	Ethiopia	Egypt	5745	12274	0	0	0	0	0	0
ETH	ERI	Ethiopia	Eritrea	15	0	0	0	0	0	0	0
ETH	ESP	Ethiopia	Spain	117	25	0	0	0	0	0	0
ETH	ETH	Ethiopia	Ethiopia	0	0	0	2272533	2438438	0	531	1876986
ETH	FIN	Ethiopia	Finland	186	61	0	0	0	0	0	0
ETH	FRA	Ethiopia	France	4341	664	0	0	0	0	0	0
ETH	GBR	Ethiopia	United Kingdom of Great Britain and Northern Ireland	3701	1046	0	0	0	0	0	0
ETH	GEO	Ethiopia	Georgia	0	8	0	0	0	0	0	0
ETH	GHA	Ethiopia	Ghana	19	0	0	0	0	0	0	0
ETH	GRC	Ethiopia	Greece	418	91	0	0	0	0	0	0
ETH	HUN	Ethiopia	Hungary	39	0	0	0	0	0	0	0
ETH	IDN	Ethiopia	Indonesia	57	44	0	0	0	0	0	0
ETH	IND	Ethiopia	India	23	59	0	0	0	0	0	0
ETH	IRL	Ethiopia	Ireland	131	67	0	0	0	0	0	0
ETH	IRQ	Ethiopia	Iraq	0	5	0	0	0	0	0	0
ETH	ISL	Ethiopia	Iceland	28	0	0	0	0	0	0	0
ETH	ISR	Ethiopia	Israel	125	1133	0	0	0	0	0	0
ETH	ITA	Ethiopia	Italy	998	92	0	0	0	0	0	0
ETH	JOR	Ethiopia	Jordan	37	0	0	0	0	0	0	0
ETH	JPN	Ethiopia	Japan	43	0	0	0	0	0	0	0
ETH	KEN	Ethiopia	Kenya	26987	15240	0	0	0	0	0	0
ETH	KOR	Ethiopia	Rep. of Korea	197	467	0	0	0	0	0	0
ETH	LBN	Ethiopia	Lebanon	384	1057	0	0	0	0	229	0
ETH	LBY	Ethiopia	Libya	42	2054	0	0	0	0	0	0
ETH	LSO	Ethiopia	Lesotho	25	14	0	0	0	0	0	0
ETH	LTU	Ethiopia	Lithuania	5	0	0	0	0	0	0	0
ETH	LUX	Ethiopia	Luxembourg	70	80	0	0	0	0	0	0
ETH	MAR	Ethiopia	Morocco	9	27	0	0	0	0	0	0
ETH	MDA	Ethiopia	Rep. of Moldova	0	5	0	0	0	0	0	0
ETH	MDG	Ethiopia	Madagascar	0	5	0	0	0	0	0	0
ETH	MEX	Ethiopia	Mexico	0	38	0	0	0	0	0	0
ETH	MLT	Ethiopia	Malta	81	25	0	0	0	0	0	0
ETH	MOZ	Ethiopia	Mozambique	0	9	0	0	0	0	0	0
ETH	MRT	Ethiopia	Mauritania	7	0	0	0	0	0	0	0
ETH	MWI	Ethiopia	Malawi	22	163	0	0	0	0	0	0
ETH	MYS	Ethiopia	Malaysia	9	6	0	0	0	0	0	0
ETH	NAM	Ethiopia	Namibia	6	0	0	0	0	0	0	0
ETH	NER	Ethiopia	Niger	30	14	0	0	0	0	0	0
ETH	NGA	Ethiopia	Nigeria	9	6	0	0	0	0	0	0
ETH	NLD	Ethiopia	Netherlands (Kingdom of the)	656	674	0	0	0	0	0	0
ETH	NOR	Ethiopia	Norway	470	78	0	0	0	0	0	0
ETH	NZL	Ethiopia	New Zealand	22	5	0	0	0	0	0	0
ETH	PER	Ethiopia	Peru	0	63	0	0	0	0	0	0
ETH	PHL	Ethiopia	Philippines	8	16	0	0	0	0	0	0
ETH	POL	Ethiopia	Poland	34	51	0	0	0	0	0	0
ETH	PRT	Ethiopia	Portugal	18	6	0	0	0	0	0	0
ETH	ROU	Ethiopia	Romania	10	5	0	0	0	0	0	0
ETH	RUS	Ethiopia	Russian Federation	0	5	0	0	0	0	0	0
ETH	RWA	Ethiopia	Rwanda	73	32	0	0	0	0	0	0
ETH	SDN	Ethiopia	Sudan	49547	20348	11663	0	0	0	3289	0
ETH	SEN	Ethiopia	Senegal	0	5	0	0	0	0	0	0
ETH	SOM	Ethiopia	Somalia	5223	21818	0	0	0	0	0	0
ETH	SRB	Ethiopia	Serbia and Kosovo: S/RES/1244 (1999)	5	0	0	0	0	0	0	0
ETH	SSD	Ethiopia	South Sudan	5824	1218	0	0	0	0	0	0
ETH	SVN	Ethiopia	Slovenia	0	5	0	0	0	0	0	0
ETH	SWE	Ethiopia	Sweden	2824	127	0	0	0	0	0	0
ETH	SWZ	Ethiopia	Eswatini	52	505	0	0	0	0	0	0
ETH	SYR	Ethiopia	Syrian Arab Rep.	9	0	0	0	0	0	0	0
ETH	TCD	Ethiopia	Chad	25	12	0	0	0	0	0	0
ETH	THA	Ethiopia	Thailand	19	61	0	0	0	0	0	0
ETH	TUN	Ethiopia	Tunisia	12	224	0	0	0	0	0	0
ETH	UGA	Ethiopia	Uganda	10718	4116	0	0	0	0	0	0
ETH	UKR	Ethiopia	Ukraine	15	0	0	0	0	0	0	0
ETH	USA	Ethiopia	United States of America	7636	14720	0	0	0	0	0	0
ETH	YEM	Ethiopia	Yemen	4235	11820	0	0	0	0	0	0
ETH	ZAF	Ethiopia	South Africa	14157	32716	0	0	0	0	0	0
ETH	ZMB	Ethiopia	Zambia	121	9	0	0	0	0	0	0
ETH	ZWE	Ethiopia	Zimbabwe	61	31	0	0	0	0	5	0
FIN	BRA	Finland	Brazil	0	5	0	0	0	0	0	0
FIN	GBR	Finland	United Kingdom of Great Britain and Northern Ireland	0	5	0	0	0	0	0	0
FIN	NOR	Finland	Norway	5	0	0	0	0	0	0	0
FIN	USA	Finland	United States of America	0	33	0	0	0	0	0	0
FJI	AUS	Fiji	Australia	136	2510	0	0	0	0	0	0
FJI	CAN	Fiji	Canada	25	37	0	0	0	0	0	0
FJI	NZL	Fiji	New Zealand	23	5	0	0	0	0	0	0
FJI	USA	Fiji	United States of America	64	616	0	0	0	0	0	0
FRA	ARG	France	Argentina	0	6	0	0	0	0	0	0
FRA	AUS	France	Australia	0	30	0	0	0	0	0	0
FRA	BRA	France	Brazil	0	48	0	0	0	0	0	0
FRA	CAN	France	Canada	61	173	0	0	0	0	0	0
FRA	CHE	France	Switzerland	11	0	0	0	0	0	0	0
FRA	DEU	France	Germany	12	0	0	0	0	0	0	0
FRA	DNK	France	Denmark	5	0	0	0	0	0	0	0
FRA	ESP	France	Spain	0	5	0	0	0	0	0	0
FRA	GBR	France	United Kingdom of Great Britain and Northern Ireland	0	7	0	0	0	0	0	0
FRA	MEX	France	Mexico	0	14	0	0	0	0	0	0
FRA	NOR	France	Norway	19	0	0	0	0	0	0	0
FRA	PER	France	Peru	0	27	0	0	0	0	0	0
FRA	RUS	France	Russian Federation	12	0	0	0	0	0	0	0
FRA	USA	France	United States of America	19	298	0	0	0	0	0	0
FSM	USA	Micronesia (Federated States of)	United States of America	0	5	0	0	0	0	0	0
GAB	AUT	Gabon	Austria	5	0	0	0	0	0	0	0
GAB	BEL	Gabon	Belgium	33	32	0	0	0	0	0	0
GAB	BRA	Gabon	Brazil	0	8	0	0	0	0	0	0
GAB	CAN	Gabon	Canada	65	81	0	0	0	0	0	0
GAB	CHE	Gabon	Switzerland	7	5	0	0	0	0	0	0
GAB	CIV	Gabon	Cote d'Ivoire	0	5	0	0	0	0	0	0
GAB	CMR	Gabon	Cameroon	0	5	0	0	0	0	0	0
GAB	DEU	Gabon	Germany	27	19	0	0	0	0	0	0
GAB	ESP	Gabon	Spain	8	5	0	0	0	0	0	0
GAB	FRA	Gabon	France	692	162	0	0	0	0	0	0
GAB	GAB	Gabon	Gabon	0	0	0	0	0	0	9	0
GAB	GBR	Gabon	United Kingdom of Great Britain and Northern Ireland	14	0	0	0	0	0	0	0
GAB	GRC	Gabon	Greece	5	7	0	0	0	0	0	0
GAB	ITA	Gabon	Italy	17	16	0	0	0	0	0	0
GAB	LUX	Gabon	Luxembourg	0	10	0	0	0	0	0	0
GAB	MAR	Gabon	Morocco	5	19	0	0	0	0	0	0
GAB	NLD	Gabon	Netherlands (Kingdom of the)	0	5	0	0	0	0	0	0
GAB	PRT	Gabon	Portugal	5	0	0	0	0	0	0	0
GAB	SEN	Gabon	Senegal	0	7	0	0	0	0	0	0
GAB	USA	Gabon	United States of America	65	523	0	0	0	0	0	0
GBR	AUS	United Kingdom of Great Britain and Northern Ireland	Australia	13	151	0	0	0	0	0	0
GBR	AUT	United Kingdom of Great Britain and Northern Ireland	Austria	14	0	0	0	0	0	0	0
GBR	BEL	United Kingdom of Great Britain and Northern Ireland	Belgium	15	5	0	0	0	0	0	0
GBR	BLR	United Kingdom of Great Britain and Northern Ireland	Belarus	6	0	0	0	0	0	0	0
GBR	BRA	United Kingdom of Great Britain and Northern Ireland	Brazil	0	10	0	0	0	0	0	0
GBR	CAN	United Kingdom of Great Britain and Northern Ireland	Canada	135	176	0	0	0	0	0	0
GBR	CHE	United Kingdom of Great Britain and Northern Ireland	Switzerland	0	0	6	0	0	0	0	0
GBR	CRI	United Kingdom of Great Britain and Northern Ireland	Costa Rica	0	5	0	0	0	0	0	0
GBR	DEU	United Kingdom of Great Britain and Northern Ireland	Germany	33	5	0	0	0	0	0	0
GBR	DNK	United Kingdom of Great Britain and Northern Ireland	Denmark	5	0	0	0	0	0	0	0
GBR	ESP	United Kingdom of Great Britain and Northern Ireland	Spain	27	5	0	0	0	0	0	0
GBR	FRA	United Kingdom of Great Britain and Northern Ireland	France	0	5	0	0	0	0	0	0
GBR	HRV	United Kingdom of Great Britain and Northern Ireland	Croatia	5	0	0	0	0	0	0	0
GBR	HUN	United Kingdom of Great Britain and Northern Ireland	Hungary	5	0	0	0	0	0	0	0
GBR	IRL	United Kingdom of Great Britain and Northern Ireland	Ireland	5	13	0	0	0	0	0	0
GBR	MEX	United Kingdom of Great Britain and Northern Ireland	Mexico	0	6	0	0	0	0	0	0
GBR	NLD	United Kingdom of Great Britain and Northern Ireland	Netherlands (Kingdom of the)	14	5	0	0	0	0	0	0
GBR	NOR	United Kingdom of Great Britain and Northern Ireland	Norway	53	0	0	0	0	0	0	0
GBR	POL	United Kingdom of Great Britain and Northern Ireland	Poland	29	0	0	0	0	0	0	0
GBR	ROU	United Kingdom of Great Britain and Northern Ireland	Romania	5	0	0	0	0	0	0	0
GBR	RUS	United Kingdom of Great Britain and Northern Ireland	Russian Federation	18	0	0	0	0	0	0	0
GBR	SVK	United Kingdom of Great Britain and Northern Ireland	Slovakia	5	0	0	0	0	0	0	0
GBR	SWE	United Kingdom of Great Britain and Northern Ireland	Sweden	5	0	0	0	0	0	0	0
GBR	USA	United Kingdom of Great Britain and Northern Ireland	United States of America	25	315	0	0	0	0	0	0
GEO	ARG	Georgia	Argentina	5	5	0	0	0	0	0	0
GEO	ARM	Georgia	Armenia	9	14	0	0	0	0	0	0
GEO	AUS	Georgia	Australia	7	25	0	0	0	0	0	0
GEO	AUT	Georgia	Austria	395	145	0	0	0	0	0	0
GEO	BEL	Georgia	Belgium	375	784	0	0	0	0	0	0
GEO	BGR	Georgia	Bulgaria	22	5	0	0	0	0	0	0
GEO	BLR	Georgia	Belarus	42	0	0	0	0	0	0	0
GEO	BRA	Georgia	Brazil	0	5	0	0	0	0	0	0
GEO	CAN	Georgia	Canada	507	673	0	0	0	0	0	0
GEO	CHE	Georgia	Switzerland	347	218	250	0	0	0	0	0
GEO	CRI	Georgia	Costa Rica	8	0	0	0	0	0	0	0
GEO	CYP	Georgia	Cyprus	100	32	0	0	0	0	0	0
GEO	CZE	Georgia	Czechia	52	10	0	0	0	0	0	0
GEO	DEU	Georgia	Germany	3338	4073	0	0	0	0	0	0
GEO	DNK	Georgia	Denmark	71	15	0	0	0	0	0	0
GEO	ESP	Georgia	Spain	384	1360	0	0	0	0	0	0
GEO	EST	Georgia	Estonia	13	0	0	0	0	0	0	0
GEO	FIN	Georgia	Finland	15	15	0	0	0	0	0	0
GEO	FRA	Georgia	France	7238	1775	0	0	0	0	0	0
GEO	GBR	Georgia	United Kingdom of Great Britain and Northern Ireland	134	1708	0	0	0	0	0	0
GEO	GEO	Georgia	Georgia	0	0	0	299172	0	0	0	0
GEO	GRC	Georgia	Greece	31	313	0	0	0	0	0	0
GEO	HRV	Georgia	Croatia	27	0	0	0	0	0	0	0
GEO	HUN	Georgia	Hungary	64	0	0	0	0	0	0	0
GEO	IRL	Georgia	Ireland	687	2337	0	0	0	0	0	0
GEO	ISL	Georgia	Iceland	0	5	0	0	0	0	0	0
GEO	ISR	Georgia	Israel	5	39	0	0	0	0	0	0
GEO	ITA	Georgia	Italy	748	5174	0	0	0	0	0	0
GEO	LTU	Georgia	Lithuania	13	0	0	0	0	0	0	0
GEO	LUX	Georgia	Luxembourg	5	20	0	0	0	0	0	0
GEO	LVA	Georgia	Latvia	25	0	0	0	0	0	0	0
GEO	MDA	Georgia	Rep. of Moldova	0	5	0	0	0	0	0	0
GEO	MEX	Georgia	Mexico	0	5	0	0	0	0	0	0
GEO	MLT	Georgia	Malta	0	15	0	0	0	0	0	0
GEO	NLD	Georgia	Netherlands (Kingdom of the)	157	39	0	0	0	0	0	0
GEO	NOR	Georgia	Norway	51	8	0	0	0	0	0	0
GEO	POL	Georgia	Poland	360	92	0	0	0	0	0	0
GEO	PRT	Georgia	Portugal	31	13	0	0	0	0	0	0
GEO	ROU	Georgia	Romania	46	0	0	0	0	0	0	0
GEO	RUS	Georgia	Russian Federation	112	5	0	0	0	0	0	0
GEO	SVK	Georgia	Slovakia	25	0	0	0	0	0	0	0
GEO	SWE	Georgia	Sweden	98	25	0	0	0	0	0	0
GEO	UKR	Georgia	Ukraine	19	0	0	0	0	0	0	0
GEO	USA	Georgia	United States of America	988	16053	0	0	0	0	0	0
GHA	ARG	Ghana	Argentina	36	16	0	0	0	0	0	0
GHA	AUS	Ghana	Australia	35	145	0	0	0	0	0	0
GHA	AUT	Ghana	Austria	16	15	0	0	0	0	0	0
GHA	BEL	Ghana	Belgium	15	120	0	0	0	0	0	0
GHA	BGR	Ghana	Bulgaria	5	0	0	0	0	0	0	0
GHA	BIH	Ghana	Bosnia and Herzegovina	0	0	0	0	0	0	5	0
GHA	BRA	Ghana	Brazil	68	227	0	0	0	0	0	0
GHA	CAN	Ghana	Canada	1231	8663	0	0	0	0	0	0
GHA	CHE	Ghana	Switzerland	30	7	0	0	0	0	0	0
GHA	CHL	Ghana	Chile	0	8	0	0	0	0	0	0
GHA	CHN	Ghana	China	0	19	0	0	0	0	0	0
GHA	CIV	Ghana	Cote d'Ivoire	0	9	0	0	0	0	0	0
GHA	COL	Ghana	Colombia	5	0	0	0	0	0	11	0
GHA	CRI	Ghana	Costa Rica	5	46	0	0	0	0	0	0
GHA	CYP	Ghana	Cyprus	8	27	0	0	0	0	0	0
GHA	CZE	Ghana	Czechia	5	0	0	0	0	0	0	0
GHA	DEU	Ghana	Germany	1114	558	0	0	0	0	0	0
GHA	DNK	Ghana	Denmark	14	5	0	0	0	0	0	0
GHA	DZA	Ghana	Algeria	0	15	0	0	0	0	0	0
GHA	EGY	Ghana	Egypt	0	34	0	0	0	0	0	0
GHA	ESP	Ghana	Spain	43	175	0	0	0	0	0	0
GHA	FIN	Ghana	Finland	13	28	0	0	0	0	0	0
GHA	FRA	Ghana	France	632	35	0	0	0	0	0	0
GHA	GBR	Ghana	United Kingdom of Great Britain and Northern Ireland	429	507	0	0	0	0	0	0
GHA	GEO	Ghana	Georgia	0	5	0	0	0	0	0	0
GHA	GRC	Ghana	Greece	84	71	0	0	0	0	0	0
GHA	HUN	Ghana	Hungary	11	0	0	0	0	0	0	0
GHA	IND	Ghana	India	0	5	0	0	0	0	0	0
GHA	IRL	Ghana	Ireland	56	202	0	0	0	0	0	0
GHA	ISR	Ghana	Israel	0	455	0	0	0	0	0	0
GHA	ITA	Ghana	Italy	1276	389	0	0	0	0	0	0
GHA	JPN	Ghana	Japan	5	0	0	0	0	0	0	0
GHA	KOR	Ghana	Rep. of Korea	0	360	0	0	0	0	0	0
GHA	LUX	Ghana	Luxembourg	0	5	0	0	0	0	0	0
GHA	LVA	Ghana	Latvia	5	0	0	0	0	0	0	0
GHA	MAR	Ghana	Morocco	0	26	0	0	0	0	0	0
GHA	MEX	Ghana	Mexico	61	621	0	0	0	0	0	0
GHA	MLT	Ghana	Malta	0	5	0	0	0	0	0	0
GHA	MNE	Ghana	Montenegro	5	0	0	0	0	0	0	0
GHA	MNG	Ghana	Mongolia	0	5	0	0	0	0	0	0
GHA	MRT	Ghana	Mauritania	0	31	0	0	0	0	0	0
GHA	NER	Ghana	Niger	0	5	0	0	0	0	0	0
GHA	NGA	Ghana	Nigeria	0	5	0	0	0	0	0	0
GHA	NLD	Ghana	Netherlands (Kingdom of the)	51	43	0	0	0	0	0	0
GHA	NOR	Ghana	Norway	15	0	0	0	0	0	0	0
GHA	NZL	Ghana	New Zealand	0	5	0	0	0	0	0	0
GHA	PER	Ghana	Peru	5	48	0	0	0	0	0	0
GHA	PHL	Ghana	Philippines	5	6	0	0	0	0	0	0
GHA	POL	Ghana	Poland	9	0	0	0	0	0	0	0
GHA	PRT	Ghana	Portugal	478	14	0	0	0	0	0	0
GHA	SVN	Ghana	Slovenia	0	5	0	0	0	0	0	0
GHA	SWE	Ghana	Sweden	54	10	0	0	0	0	0	0
GHA	TGO	Ghana	Togo	8437	0	0	0	0	0	0	0
GHA	TTO	Ghana	Trinidad and Tobago	0	15	0	0	0	0	0	0
GHA	TUN	Ghana	Tunisia	0	17	0	0	0	0	0	0
GHA	UKR	Ghana	Ukraine	0	5	0	0	0	0	0	0
