# UNHCR Refugee Data Finder, 2024 (api.unhcr.org/population/v1/population).
# origin = country of origin, asylum = country of asylum. IDPs and returns sit on the origin==asylum rows.
origin	asylum	origin_name	asylum_name	refugees	asylum_seekers	returned_refugees	idps	returned_idps	stateless	other_of_concern	host_community
LBR	MRT	Liberia	Mauritania	8	16	0	0	0	0	0	0
LBR	MYS	Liberia	Malaysia	20	6	0	0	0	0	0	0
LBR	NER	Liberia	Niger	5	5	0	0	0	0	0	0
LBR	NGA	Liberia	Nigeria	11	0	0	0	0	0	0	0
LBR	NLD	Liberia	Netherlands (Kingdom of the)	81	43	0	0	0	0	0	0
LBR	NOR	Liberia	Norway	53	5	0	0	0	0	0	0
LBR	PHL	Liberia	Philippines	5	36	0	0	0	0	0	0
LBR	PRT	Liberia	Portugal	17	5	0	0	0	0	0	0
LBR	SAU	Liberia	Saudi Arabia	9	0	0	0	0	0	0	0
LBR	SEN	Liberia	Senegal	0	5	0	0	0	0	0	0
LBR	SLE	Liberia	Sierra Leone	0	0	0	0	0	0	200	0
LBR	SVK	Liberia	Slovakia	5	0	0	0	0	0	0	0
LBR	SWE	Liberia	Sweden	75	0	0	0	0	0	0	0
LBR	TUN	Liberia	Tunisia	0	15	0	0	0	0	0	0
LBR	USA	Liberia	United States of America	1090	1409	0	0	0	0	0	0
LBR	VEN	Liberia	Venezuela (Bolivarian Republic of)	9	0	0	0	0	0	0	0
LBR	ZAF	Liberia	South Africa	47	19	0	0	0	0	0	0
LBR	ZMB	Liberia	Zambia	6	0	0	0	0	0	0	0
LBY	ARG	Libya	Argentina	6	0	0	0	0	0	0	0
LBY	AUS	Libya	Australia	63	35	0	0	0	0	0	0
LBY	AUT	Libya	Austria	167	33	0	0	0	0	0	0
LBY	AZE	Libya	Azerbaijan	5	0	0	0	0	0	0	0
LBY	BEL	Libya	Belgium	79	226	0	0	0	0	0	0
LBY	BGR	Libya	Bulgaria	0	5	0	0	0	0	0	0
LBY	BIH	Libya	Bosnia and Herzegovina	0	0	0	0	0	0	5	0
LBY	BRA	Libya	Brazil	5	12	0	0	0	0	0	0
LBY	CAN	Libya	Canada	447	275	0	0	0	0	0	0
LBY	CHE	Libya	Switzerland	289	44	10	0	0	0	0	0
LBY	CYP	Libya	Cyprus	12	0	0	0	0	0	0	0
LBY	CZE	Libya	Czechia	20	0	0	0	0	0	0	0
LBY	DEU	Libya	Germany	3084	1617	0	0	0	0	0	0
LBY	DNK	Libya	Denmark	82	5	0	0	0	0	0	0
LBY	DZA	Libya	Algeria	22	7	0	0	0	0	0	0
LBY	EGY	Libya	Egypt	5	0	0	0	0	0	0	0
LBY	ESP	Libya	Spain	214	45	0	0	0	0	0	0
LBY	FIN	Libya	Finland	35	10	0	0	0	0	0	0
LBY	FRA	Libya	France	2598	91	0	0	0	0	0	0
LBY	GBR	Libya	United Kingdom of Great Britain and Northern Ireland	5968	823	0	0	0	0	0	0
LBY	GHA	Libya	Ghana	7	0	0	0	0	0	0	0
LBY	GRC	Libya	Greece	14	10	0	0	0	0	0	0
LBY	HRV	Libya	Croatia	5	0	0	0	0	0	0	0
LBY	HUN	Libya	Hungary	6	0	0	0	0	0	0	0
LBY	IDN	Libya	Indonesia	10	0	0	0	0	0	0	0
LBY	IRL	Libya	Ireland	136	24	0	0	0	0	0	0
LBY	ISL	Libya	Iceland	18	12	0	0	0	0	0	0
LBY	ITA	Libya	Italy	1170	337	0	0	0	0	0	0
LBY	JOR	Libya	Jordan	57	0	0	0	0	0	5	0
LBY	KOR	Libya	Rep. of Korea	23	166	0	0	0	0	0	0
LBY	LBN	Libya	Lebanon	12	13	0	0	0	0	0	0
LBY	LBY	Libya	Libya	0	0	0	32791	93011	0	0	0
LBY	LUX	Libya	Luxembourg	0	10	0	0	0	0	0	0
LBY	MAR	Libya	Morocco	42	11	0	0	0	0	0	0
LBY	MDA	Libya	Rep. of Moldova	5	0	0	0	0	0	0	0
LBY	MLT	Libya	Malta	1450	175	0	0	0	0	0	0
LBY	MYS	Libya	Malaysia	5	5	0	0	0	0	0	0
LBY	NER	Libya	Niger	7	5	0	0	0	0	0	0
LBY	NLD	Libya	Netherlands (Kingdom of the)	234	290	0	0	0	0	0	0
LBY	NOR	Libya	Norway	59	16	0	0	0	0	0	0
LBY	NZL	Libya	New Zealand	19	0	0	0	0	0	0	0
LBY	PHL	Libya	Philippines	0	6	0	0	0	0	0	0
LBY	POL	Libya	Poland	35	5	0	0	0	0	0	0
LBY	PRT	Libya	Portugal	25	9	0	0	0	0	0	0
LBY	RUS	Libya	Russian Federation	5	0	0	0	0	0	0	0
LBY	SRB	Libya	Serbia and Kosovo: S/RES/1244 (1999)	50	0	0	0	0	0	0	0
LBY	SSD	Libya	South Sudan	5	0	0	0	0	0	0	0
LBY	SVK	Libya	Slovakia	12	5	0	0	0	0	0	0
LBY	SWE	Libya	Sweden	196	21	0	0	0	0	0	0
LBY	SYR	Libya	Syrian Arab Rep.	7	0	0	0	0	0	0	0
LBY	TCD	Libya	Chad	5	10	0	0	0	0	0	0
LBY	TUN	Libya	Tunisia	28	63	0	0	0	0	0	0
LBY	UKR	Libya	Ukraine	10	0	0	0	0	0	0	0
LBY	URY	Libya	Uruguay	5	0	0	0	0	0	0	0
LBY	USA	Libya	United States of America	467	1937	0	0	0	0	0	0
LBY	VEN	Libya	Venezuela (Bolivarian Republic of)	5	0	0	0	0	0	0	0
LCA	CAN	Saint Lucia	Canada	66	86	0	0	0	0	0	0
LCA	FRA	Saint Lucia	France	27	47	0	0	0	0	0	0
LCA	GBR	Saint Lucia	United Kingdom of Great Britain and Northern Ireland	62	125	0	0	0	0	0	0
LCA	USA	Saint Lucia	United States of America	5	41	0	0	0	0	0	0
LKA	ARG	Sri Lanka	Argentina	36	0	0	0	0	0	0	0
LKA	AUS	Sri Lanka	Australia	2599	2278	0	0	0	0	0	0
LKA	AUT	Sri Lanka	Austria	74	29	0	0	0	0	0	0
LKA	BEL	Sri Lanka	Belgium	107	99	0	0	0	0	0	0
LKA	BEN	Sri Lanka	Benin	16	6	0	0	0	0	0	0
LKA	BRA	Sri Lanka	Brazil	5	21	0	0	0	0	0	0
LKA	CAN	Sri Lanka	Canada	2789	11823	0	0	0	0	0	0
LKA	CHE	Sri Lanka	Switzerland	5674	512	48	0	0	0	0	0
LKA	CHL	Sri Lanka	Chile	5	0	0	0	0	0	0	0
LKA	CYP	Sri Lanka	Cyprus	32	38	0	0	0	0	0	0
LKA	CZE	Sri Lanka	Czechia	7	0	0	0	0	0	0	0
LKA	DEU	Sri Lanka	Germany	3330	1108	0	0	0	0	0	0
LKA	DMA	Sri Lanka	Dominica	0	5	0	0	0	0	0	0
LKA	DNK	Sri Lanka	Denmark	492	13	0	0	0	0	0	0
LKA	ECU	Sri Lanka	Ecuador	5	0	0	0	0	0	0	0
LKA	ESP	Sri Lanka	Spain	65	30	0	0	0	0	0	0
LKA	EST	Sri Lanka	Estonia	10	0	0	0	0	0	0	0
LKA	FIN	Sri Lanka	Finland	28	50	0	0	0	0	0	0
LKA	FJI	Sri Lanka	Fiji	5	5	0	0	0	0	0	0
LKA	FRA	Sri Lanka	France	34118	2836	0	0	0	0	0	0
LKA	GBR	Sri Lanka	United Kingdom of Great Britain and Northern Ireland	3980	3859	0	0	0	0	0	0
LKA	GEO	Sri Lanka	Georgia	0	12	0	0	0	0	0	0
LKA	GIN	Sri Lanka	Guinea	10	0	0	0	0	0	0	0
LKA	GRC	Sri Lanka	Greece	20	57	0	0	0	0	0	0
LKA	HKG	Sri Lanka	China, Hong Kong SAR	21	0	0	0	0	0	0	0
LKA	HUN	Sri Lanka	Hungary	11	0	0	0	0	0	0	0
LKA	IDN	Sri Lanka	Indonesia	370	22	10	0	0	0	0	0
LKA	IND	Sri Lanka	India	90365	0	801	0	0	0	0	0
LKA	IRL	Sri Lanka	Ireland	19	44	0	0	0	0	0	0
LKA	ISL	Sri Lanka	Iceland	5	0	0	0	0	0	0	0
LKA	ISR	Sri Lanka	Israel	0	932	0	0	0	0	0	0
LKA	ITA	Sri Lanka	Italy	453	5256	0	0	0	0	0	0
LKA	JOR	Sri Lanka	Jordan	9	0	0	0	0	0	0	0
LKA	JPN	Sri Lanka	Japan	69	0	0	0	0	0	0	0
LKA	KEN	Sri Lanka	Kenya	8	0	0	0	0	0	0	0
LKA	KOR	Sri Lanka	Rep. of Korea	0	395	0	0	0	0	0	0
LKA	LBN	Sri Lanka	Lebanon	0	37	0	0	0	0	10	0
LKA	LKA	Sri Lanka	Sri Lanka	0	0	0	4806	0	0	0	0
LKA	LTU	Sri Lanka	Lithuania	10	0	0	0	0	0	0	0
LKA	LUX	Sri Lanka	Luxembourg	5	5	0	0	0	0	0	0
LKA	LVA	Sri Lanka	Latvia	5	0	0	0	0	0	0	0
LKA	MEX	Sri Lanka	Mexico	6	14	0	0	0	0	0	0
LKA	MYS	Sri Lanka	Malaysia	660	445	0	0	0	0	0	0
LKA	NGA	Sri Lanka	Nigeria	0	12	0	0	0	0	0	0
LKA	NLD	Sri Lanka	Netherlands (Kingdom of the)	234	76	0	0	0	0	0	0
LKA	NOR	Sri Lanka	Norway	164	6	0	0	0	0	0	0
LKA	NPL	Sri Lanka	Nepal	16	7	0	0	0	0	0	0
LKA	NZL	Sri Lanka	New Zealand	58	251	0	0	0	0	0	0
LKA	PAK	Sri Lanka	Pakistan	0	11	0	0	0	0	0	0
LKA	PER	Sri Lanka	Peru	0	15	0	0	0	0	0	0
LKA	PHL	Sri Lanka	Philippines	21	0	0	0	0	0	0	0
LKA	POL	Sri Lanka	Poland	5	7	0	0	0	0	0	0
LKA	PRT	Sri Lanka	Portugal	19	0	0	0	0	0	0	0
LKA	ROU	Sri Lanka	Romania	5	8	0	0	0	0	0	0
LKA	SWE	Sri Lanka	Sweden	91	5	0	0	0	0	0	0
LKA	SYR	Sri Lanka	Syrian Arab Rep.	0	5	0	0	0	0	0	0
LKA	TCA	Sri Lanka	Turks and Caicos Islands	8	0	0	0	0	0	0	0
LKA	THA	Sri Lanka	Thailand	67	36	0	0	0	0	0	0
LKA	UKR	Sri Lanka	Ukraine	8	24	0	0	0	0	0	0
LKA	USA	Sri Lanka	United States of America	886	2948	0	0	0	0	0	0
LKA	VNM	Sri Lanka	Viet Nam	19	0	0	0	0	0	0	0
LKA	ZAF	Sri Lanka	South Africa	9	5	0	0	0	0	0	0
LSO	CAN	Lesotho	Canada	9	5	0	0	0	0	0	0
LSO	IRL	Lesotho	Ireland	9	19	0	0	0	0	0	0
LSO	ISR	Lesotho	Israel	0	5	0	0	0	0	0	0
LSO	USA	Lesotho	United States of America	7	11	0	0	0	0	0	0
LSO	ZAF	Lesotho	South Africa	0	9	0	0	0	0	0	0
LTU	BEL	Lithuania	Belgium	5	0	0	0	0	0	0	0
LTU	CAN	Lithuania	Canada	12	13	0	0	0	0	0	0
LTU	DEU	Lithuania	Germany	15	0	0	0	0	0	0	0
LTU	GBR	Lithuania	United Kingdom of Great Britain and Northern Ireland	0	16	0	0	0	0	0	0
LTU	NOR	Lithuania	Norway	14	0	0	0	0	0	0	0
LTU	RUS	Lithuania	Russian Federation	50	5	0	0	0	0	0	0
LTU	USA	Lithuania	United States of America	15	117	0	0	0	0	0	0
LUX	DEU	Luxembourg	Germany	5	0	0	0	0	0	0	0
LVA	BLR	Latvia	Belarus	6	5	0	0	0	0	0	0
LVA	BRA	Latvia	Brazil	0	5	0	0	0	0	0	0
LVA	CAN	Latvia	Canada	8	5	0	0	0	0	0	0
LVA	CHE	Latvia	Switzerland	5	0	0	0	0	0	0	0
LVA	DEU	Latvia	Germany	10	0	0	0	0	0	0	0
LVA	DNK	Latvia	Denmark	5	0	0	0	0	0	0	0
LVA	FRA	Latvia	France	36	0	0	0	0	0	0	0
LVA	GBR	Latvia	United Kingdom of Great Britain and Northern Ireland	0	7	0	0	0	0	0	0
LVA	NOR	Latvia	Norway	5	0	0	0	0	0	0	0
LVA	RUS	Latvia	Russian Federation	77	5	0	0	0	0	0	0
LVA	SWE	Latvia	Sweden	7	0	0	0	0	0	0	0
LVA	URY	Latvia	Uruguay	5	0	0	0	0	0	0	0
LVA	USA	Latvia	United States of America	15	139	0	0	0	0	0	0
MAC	AUS	China, Macao SAR	Australia	0	5	0	0	0	0	0	0
MAC	GBR	China, Macao SAR	United Kingdom of Great Britain and Northern Ireland	5	0	0	0	0	0	0	0
MAC	USA	China, Macao SAR	United States of America	10	8	0	0	0	0	0	0
MAR	ARE	Morocco	United Arab Emirates	0	0	0	0	0	0	12	0
MAR	ARG	Morocco	Argentina	0	34	0	0	0	0	0	0
MAR	ARM	Morocco	Armenia	0	5	0	0	0	0	0	0
MAR	AUS	Morocco	Australia	8	32	0	0	0	0	0	0
MAR	AUT	Morocco	Austria	78	323	0	0	0	0	0	0
MAR	BEL	Morocco	Belgium	223	462	0	0	0	0	0	0
MAR	BGR	Morocco	Bulgaria	12	71	0	0	0	0	0	0
MAR	BIH	Morocco	Bosnia and Herzegovina	0	5	0	0	0	0	163	0
MAR	BRA	Morocco	Brazil	76	1184	0	0	0	0	0	0
MAR	CAN	Morocco	Canada	241	638	0	0	0	0	0	0
MAR	CHE	Morocco	Switzerland	137	154	23	0	0	0	0	0
MAR	CMR	Morocco	Cameroon	7	0	0	0	0	0	0	0
MAR	CRI	Morocco	Costa Rica	0	5	0	0	0	0	0	0
MAR	CYP	Morocco	Cyprus	5	11	0	0	0	0	0	0
MAR	CZE	Morocco	Czechia	0	5	0	0	0	0	0	0
MAR	DEU	Morocco	Germany	2997	1024	0	0	0	0	0	0
MAR	DNK	Morocco	Denmark	34	19	0	0	0	0	0	0
MAR	ESP	Morocco	Spain	1433	3415	0	0	0	0	0	0
MAR	FIN	Morocco	Finland	49	5	0	0	0	0	0	0
MAR	FRA	Morocco	France	2026	414	0	0	0	0	0	0
MAR	GBR	Morocco	United Kingdom of Great Britain and Northern Ireland	350	408	0	0	0	0	0	0
MAR	GRC	Morocco	Greece	123	54	0	0	0	0	0	0
MAR	HRV	Morocco	Croatia	34	35	0	0	0	0	0	0
MAR	HUN	Morocco	Hungary	5	0	0	0	0	0	0	0
MAR	IDN	Morocco	Indonesia	0	5	0	0	0	0	0	0
MAR	IRL	Morocco	Ireland	56	352	0	0	0	0	0	0
MAR	ISL	Morocco	Iceland	5	10	0	0	0	0	0	0
MAR	ISR	Morocco	Israel	0	5	0	0	0	0	0	0
MAR	ITA	Morocco	Italy	1023	9230	0	0	0	0	0	0
MAR	JOR	Morocco	Jordan	0	5	0	0	0	0	5	0
MAR	KOR	Morocco	Rep. of Korea	0	409	0	0	0	0	0	0
MAR	LBN	Morocco	Lebanon	5	10	0	0	0	0	12	0
MAR	LUX	Morocco	Luxembourg	8	100	0	0	0	0	0	0
MAR	MDA	Morocco	Rep. of Moldova	0	12	0	0	0	0	0	0
MAR	MEX	Morocco	Mexico	5	36	0	0	0	0	0	0
MAR	MKD	Morocco	North Macedonia	0	5	0	0	0	0	0	0
MAR	MLT	Morocco	Malta	19	5	0	0	0	0	0	0
MAR	MRT	Morocco	Mauritania	0	5	0	0	0	0	0	0
MAR	NLD	Morocco	Netherlands (Kingdom of the)	300	200	0	0	0	0	0	0
MAR	NOR	Morocco	Norway	34	15	0	0	0	0	0	0
MAR	PER	Morocco	Peru	0	12	0	0	0	0	0	0
MAR	PHL	Morocco	Philippines	5	0	0	0	0	0	0	0
MAR	POL	Morocco	Poland	12	52	0	0	0	0	0	0
MAR	PRT	Morocco	Portugal	988	66	0	0	0	0	0	0
MAR	ROU	Morocco	Romania	12	0	0	0	0	0	0	0
MAR	SRB	Morocco	Serbia and Kosovo: S/RES/1244 (1999)	0	0	0	0	0	0	39	0
MAR	SVK	Morocco	Slovakia	6	0	0	0	0	0	0	0
MAR	SVN	Morocco	Slovenia	5	368	0	0	0	0	0	0
MAR	SWE	Morocco	Sweden	174	40	0	0	0	0	0	0
MAR	SYR	Morocco	Syrian Arab Rep.	0	10	0	0	0	0	0	0
MAR	THA	Morocco	Thailand	5	0	0	0	0	0	0	0
MAR	UKR	Morocco	Ukraine	0	8	0	0	0	0	0	0
MAR	URY	Morocco	Uruguay	0	55	0	0	0	0	0	0
MAR	USA	Morocco	United States of America	109	984	0	0	0	0	0	0
MDA	ARM	Rep. of Moldova	Armenia	0	10	0	0	0	0	0	0
MDA	AUS	Rep. of Moldova	Australia	0	5	0	0	0	0	0	0
MDA	AUT	Rep. of Moldova	Austria	73	37	0	0	0	0	0	0
MDA	BEL	Rep. of Moldova	Belgium	148	462	0	0	0	0	0	0
MDA	BGR	Rep. of Moldova	Bulgaria	52	0	0	0	0	0	0	0
MDA	BRA	Rep. of Moldova	Brazil	0	5	0	0	0	0	0	0
MDA	CAN	Rep. of Moldova	Canada	16	18	0	0	0	0	0	0
MDA	CHE	Rep. of Moldova	Switzerland	80	7	18	0	0	0	0	0
MDA	CYP	Rep. of Moldova	Cyprus	33	0	0	0	0	0	0	0
MDA	CZE	Rep. of Moldova	Czechia	143	20	0	0	0	0	0	0
MDA	DEU	Rep. of Moldova	Germany	2166	543	0	0	0	0	0	0
MDA	DNK	Rep. of Moldova	Denmark	25	0	0	0	0	0	0	0
MDA	ESP	Rep. of Moldova	Spain	240	135	0	0	0	0	0	0
MDA	EST	Rep. of Moldova	Estonia	23	0	0	0	0	0	0	0
MDA	FIN	Rep. of Moldova	Finland	30	12	0	0	0	0	0	0
MDA	FRA	Rep. of Moldova	France	496	61	0	0	0	0	0	0
MDA	GBR	Rep. of Moldova	United Kingdom of Great Britain and Northern Ireland	5	31	0	0	0	0	0	0
MDA	GRC	Rep. of Moldova	Greece	5	14	0	0	0	0	0	0
MDA	HRV	Rep. of Moldova	Croatia	16	0	0	0	0	0	0	0
MDA	HUN	Rep. of Moldova	Hungary	11	0	0	0	0	0	0	0
MDA	IRL	Rep. of Moldova	Ireland	80	0	0	0	0	0	0	0
MDA	ISL	Rep. of Moldova	Iceland	5	0	0	0	0	0	0	0
MDA	ISR	Rep. of Moldova	Israel	0	208	0	0	0	0	0	0
MDA	ITA	Rep. of Moldova	Italy	272	725	0	0	0	0	0	0
MDA	LBN	Rep. of Moldova	Lebanon	0	0	0	0	0	0	5	0
MDA	LTU	Rep. of Moldova	Lithuania	23	0	0	0	0	0	0	0
MDA	LUX	Rep. of Moldova	Luxembourg	0	15	0	0	0	0	0	0
MDA	LVA	Rep. of Moldova	Latvia	22	0	0	0	0	0	0	0
MDA	NLD	Rep. of Moldova	Netherlands (Kingdom of the)	119	156	0	0	0	0	0	0
MDA	NOR	Rep. of Moldova	Norway	56	0	0	0	0	0	0	0
MDA	POL	Rep. of Moldova	Poland	360	20	0	0	0	0	0	0
MDA	PRT	Rep. of Moldova	Portugal	60	5	0	0	0	0	0	0
MDA	ROU	Rep. of Moldova	Romania	348	0	0	0	0	0	0	0
MDA	RUS	Rep. of Moldova	Russian Federation	76	15	0	0	0	0	0	0
MDA	SVK	Rep. of Moldova	Slovakia	32	0	0	0	0	0	0	0
MDA	SVN	Rep. of Moldova	Slovenia	5	5	0	0	0	0	0	0
MDA	SWE	Rep. of Moldova	Sweden	15	5	0	0	0	0	0	0
MDA	USA	Rep. of Moldova	United States of America	1201	3368	0	0	0	0	0	0
MDG	BEL	Madagascar	Belgium	0	10	0	0	0	0	0	0
MDG	CAN	Madagascar	Canada	43	84	0	0	0	0	0	0
MDG	CHE	Madagascar	Switzerland	6	0	0	0	0	0	0	0
MDG	DEU	Madagascar	Germany	5	5	0	0	0	0	0	0
MDG	FRA	Madagascar	France	539	88	0	0	0	0	0	0
MDG	IDN	Madagascar	Indonesia	0	6	0	0	0	0	0	0
MDG	ITA	Madagascar	Italy	6	12	0	0	0	0	0	0
MDG	LBN	Madagascar	Lebanon	0	11	0	0	0	0	9	0
MDG	MDG	Madagascar	Madagascar	0	0	0	0	0	0	20	0
MDG	MUS	Madagascar	Mauritius	0	5	0	0	0	0	0	0
MDG	USA	Madagascar	United States of America	5	74	0	0	0	0	0	0
MDV	AUS	Maldives	Australia	9	10	0	0	0	0	0	0
MDV	FRA	Maldives	France	6	0	0	0	0	0	0	0
MDV	GBR	Maldives	United Kingdom of Great Britain and Northern Ireland	46	7	0	0	0	0	0	0
MDV	IND	Maldives	India	5	0	0	0	0	0	0	0
MDV	NOR	Maldives	Norway	0	9	0	0	0	0	0	0
MDV	NZL	Maldives	New Zealand	5	0	0	0	0	0	0	0
MDV	USA	Maldives	United States of America	5	5	0	0	0	0	0	0
MEX	AUS	Mexico	Australia	15	32	0	0	0	0	0	0
MEX	BEL	Mexico	Belgium	5	19	0	0	0	0	0	0
MEX	BRA	Mexico	Brazil	8	85	0	0	0	0	0	0
MEX	CAN	Mexico	Canada	24826	30335	0	0	0	0	0	0
MEX	CHE	Mexico	Switzerland	5	8	5	0	0	0	0	0
MEX	CRI	Mexico	Costa Rica	13	108	0	0	0	0	0	0
MEX	DEU	Mexico	Germany	34	62	0	0	0	0	0	0
MEX	ECU	Mexico	Ecuador	7	0	0	0	0	0	0	0
MEX	ESP	Mexico	Spain	113	280	0	0	0	0	0	0
MEX	FIN	Mexico	Finland	0	7	0	0	0	0	0	0
MEX	FRA	Mexico	France	46	19	0	0	0	0	0	0
MEX	GBR	Mexico	United Kingdom of Great Britain and Northern Ireland	54	100	0	0	0	0	0	0
MEX	GTM	Mexico	Guatemala	8	115	0	0	0	0	0	0
MEX	HND	Mexico	Honduras	0	5	0	0	0	0	0	0
MEX	IRL	Mexico	Ireland	18	22	0	0	0	0	0	0
MEX	ISR	Mexico	Israel	0	6	0	0	0	0	0	0
MEX	ITA	Mexico	Italy	15	72	0	0	0	0	0	0
MEX	MEX	Mexico	Mexico	0	0	0	262411	0	0	0	0
MEX	NLD	Mexico	Netherlands (Kingdom of the)	21	13	0	0	0	0	0	0
MEX	NOR	Mexico	Norway	0	12	0	0	0	0	0	0
MEX	PAN	Mexico	Panama	8	0	0	0	0	0	0	0
MEX	PER	Mexico	Peru	0	31	0	0	0	0	0	0
MEX	POL	Mexico	Poland	5	0	0	0	0	0	0	0
MEX	PRT	Mexico	Portugal	5	0	0	0	0	0	0	0
MEX	ROU	Mexico	Romania	5	0	0	0	0	0	0	0
MEX	SLV	Mexico	El Salvador	0	5	0	0	0	0	0	0
MEX	URY	Mexico	Uruguay	8	5	0	0	0	0	0	0
MEX	USA	Mexico	United States of America	14022	173388	0	0	0	0	0	0
MHL	CAN	Marshall Islands	Canada	0	5	0	0	0	0	0	0
MHL	USA	Marshall Islands	United States of America	0	5	0	0	0	0	0	0
MKD	ARG	North Macedonia	Argentina	9	0	0	0	0	0	0	0
MKD	AUS	North Macedonia	Australia	5	206	0	0	0	0	0	0
MKD	AUT	North Macedonia	Austria	14	54	0	0	0	0	0	0
MKD	BEL	North Macedonia	Belgium	88	164	0	0	0	0	0	0
MKD	CAN	North Macedonia	Canada	8	6	0	0	0	0	0	0
MKD	CHE	North Macedonia	Switzerland	117	33	47	0	0	0	0	0
MKD	CZE	North Macedonia	Czechia	5	0	0	0	0	0	0	0
MKD	DEU	North Macedonia	Germany	636	1480	0	0	0	0	0	0
MKD	DNK	North Macedonia	Denmark	57	0	0	0	0	0	0	0
MKD	ESP	North Macedonia	Spain	0	15	0	0	0	0	0	0
MKD	FRA	North Macedonia	France	799	82	0	0	0	0	0	0
MKD	GBR	North Macedonia	United Kingdom of Great Britain and Northern Ireland	7	23	0	0	0	0	0	0
MKD	IRL	North Macedonia	Ireland	7	0	0	0	0	0	0	0
MKD	ISR	North Macedonia	Israel	0	28	0	0	0	0	0	0
MKD	ITA	North Macedonia	Italy	96	94	0	0	0	0	0	0
MKD	LIE	North Macedonia	Liechtenstein	0	9	0	0	0	0	0	0
MKD	LUX	North Macedonia	Luxembourg	0	30	0	0	0	0	0	0
MKD	NLD	North Macedonia	Netherlands (Kingdom of the)	8	0	0	0	0	0	0	0
MKD	NOR	North Macedonia	Norway	26	0	0	0	0	0	0	0
MKD	SRB	North Macedonia	Serbia and Kosovo: S/RES/1244 (1999)	0	0	0	0	0	0	5	0
MKD	SWE	North Macedonia	Sweden	48	5	0	0	0	0	0	0
MKD	SYR	North Macedonia	Syrian Arab Rep.	0	6	0	0	0	0	0	0
MKD	USA	North Macedonia	United States of America	83	233	0	0	0	0	0	0
MLI	ARG	Mali	Argentina	9	0	0	0	0	0	0	0
MLI	AUS	Mali	Australia	0	5	0	0	0	0	0	0
MLI	AUT	Mali	Austria	9	5	0	0	0	0	0	0
MLI	BDI	Mali	Burundi	11	0	0	0	0	0	0	0
MLI	BEL	Mali	Belgium	53	92	0	0	0	0	0	0
MLI	BEN	Mali	Benin	76	33	0	0	0	0	0	0
MLI	BFA	Mali	Burkina Faso	39265	41	541	0	0	0	0	0
MLI	BGR	Mali	Bulgaria	6	0	0	0	0	0	0	0
MLI	BRA	Mali	Brazil	465	8	0	0	0	0	0	0
MLI	CAN	Mali	Canada	528	517	0	0	0	0	0	0
MLI	CHE	Mali	Switzerland	38	42	6	0	0	0	0	0
MLI	CHN	Mali	China	0	5	0	0	0	0	0	0
MLI	CIV	Mali	Cote d'Ivoire	16	1534	0	0	0	0	0	0
MLI	CMR	Mali	Cameroon	203	254	0	0	0	0	5	0
MLI	COD	Mali	Dem. Rep. of the Congo	0	0	0	0	0	0	9	0
MLI	COG	Mali	Congo	0	6	0	0	0	0	5	0
MLI	CYP	Mali	Cyprus	6	12	0	0	0	0	0	0
MLI	DEU	Mali	Germany	467	433	0	0	0	0	0	0
MLI	DJI	Mali	Djibouti	5	0	0	0	0	0	0	0
MLI	DNK	Mali	Denmark	5	0	0	0	0	0	0	0
MLI	DZA	Mali	Algeria	204	1379	0	0	0	0	0	0
MLI	EGY	Mali	Egypt	0	6	0	0	0	0	0	0
MLI	ESP	Mali	Spain	10862	2045	0	0	0	0	0	0
MLI	ETH	Mali	Ethiopia	0	5	0	0	0	0	0	0
MLI	FIN	Mali	Finland	6	11	0	0	0	0	0	0
MLI	FRA	Mali	France	9505	1166	0	0	0	0	0	0
MLI	GBR	Mali	United Kingdom of Great Britain and Northern Ireland	71	20	0	0	0	0	0	0
MLI	GHA	Mali	Ghana	0	5	0	0	0	0	0	0
MLI	GIN	Mali	Guinea	9	0	0	0	0	0	0	0
MLI	GRC	Mali	Greece	178	47	0	0	0	0	0	0
MLI	IDN	Mali	Indonesia	0	5	0	0	0	0	0	0
MLI	ISL	Mali	Iceland	5	0	0	0	0	0	0	0
MLI	ISR	Mali	Israel	0	5	0	0	0	0	0	0
MLI	ITA	Mali	Italy	14563	3814	0	0	0	0	0	0
MLI	KOR	Mali	Rep. of Korea	12	89	0	0	0	0	0	0
MLI	LBN	Mali	Lebanon	0	5	0	0	0	0	0	0
MLI	LBR	Mali	Liberia	19	0	0	0	0	0	0	0
MLI	LUX	Mali	Luxembourg	0	10	0	0	0	0	0	0
MLI	LVA	Mali	Latvia	0	5	0	0	0	0	0	0
MLI	MAR	Mali	Morocco	67	650	0	0	0	0	0	0
MLI	MDG	Mali	Madagascar	0	6	0	0	0	0	0	0
MLI	MEX	Mali	Mexico	5	101	0	0	0	0	0	0
MLI	MLI	Mali	Mali	0	0	0	360591	51546	0	0	0
MLI	MLT	Mali	Malta	5	25	0	0	0	0	0	0
MLI	MRT	Mali	Mauritania	153974	4155	2422	0	0	0	0	0
MLI	MYS	Mali	Malaysia	5	0	0	0	0	0	0	0
MLI	NER	Mali	Niger	122409	66	61	0	0	0	0	0
MLI	NGA	Mali	Nigeria	84	12	5	0	0	0	0	0
MLI	NLD	Mali	Netherlands (Kingdom of the)	14	36	0	0	0	0	0	0
MLI	POL	Mali	Poland	5	18	0	0	0	0	0	0
MLI	PRT	Mali	Portugal	24	22	0	0	0	0	0	0
